,Age,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,EmpWorkLifeBalance,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,Attrition,Actual_PerformanceRating,Predicted_PerformanceRating_Logistic_Regression,Predicted_PerformanceRating_Support Vector Classifier_1,Predicted_PerformanceRating_Support_Vector_Classifier_2,Predicted_PerformanceRating_Decision_Tree_Classifier,Predicted_PerformanceRating_Random_Forest_Classifier,Predicted_PerformanceRating_AdaBoost_Classifier,Predicted_PerformanceRating_Gradient_Boosting_Classifier,Predicted_PerformanceRating_Stacking_Classifier
727,45,Married,Development,Developer,Travel_Rarely,10,2,1,69,3,1,3,No,21,4,2,2,0,No,3,3,4,3,2,3,3,3,4
728,41,Married,Research & Development,Laboratory Technician,Travel_Rarely,12,4,2,46,3,1,3,Yes,11,1,3,0,0,No,3,3,3,3,3,3,3,3,3
729,51,Married,Sales,Sales Executive,Travel_Rarely,14,2,3,87,3,2,4,No,11,3,2,7,0,No,3,3,3,3,3,3,3,3,3
730,49,Single,Development,Developer,Travel_Frequently,10,4,3,35,3,5,9,Yes,11,4,3,2,1,No,3,3,3,3,3,3,3,3,3
731,35,Single,Sales,Sales Executive,Travel_Rarely,1,3,1,80,3,2,1,No,16,4,3,4,0,No,3,3,3,3,3,3,3,3,3
732,36,Divorced,Development,Developer,Travel_Rarely,6,2,2,84,3,2,6,No,20,4,3,2,0,No,3,4,4,3,3,3,4,3,4
733,27,Divorced,Data Science,Data Scientist,Travel_Rarely,1,2,4,82,3,1,1,No,11,2,3,2,0,No,3,3,3,3,3,3,3,3,3
734,29,Divorced,Development,Senior Developer,Travel_Rarely,21,4,2,51,4,3,1,No,11,3,3,9,8,No,2,2,2,2,2,2,2,2,2
735,41,Divorced,Development,Developer,Travel_Rarely,14,3,1,56,3,1,4,No,12,1,3,8,1,No,3,3,3,3,3,3,3,3,3
736,30,Divorced,Sales,Sales Executive,Travel_Rarely,4,2,3,63,2,2,1,Yes,12,2,2,8,2,No,3,3,3,3,3,3,3,3,3
737,28,Married,Sales,Sales Executive,Travel_Frequently,1,2,3,42,2,2,1,Yes,12,3,3,7,0,No,3,3,3,3,3,3,3,3,3
738,44,Single,Research & Development,Manager R&D,Travel_Rarely,10,4,3,96,3,1,1,Yes,11,3,3,4,0,Yes,3,3,3,3,3,3,3,3,3
739,42,Married,Research & Development,Research Scientist,Travel_Rarely,7,4,2,78,4,2,6,Yes,16,4,3,0,0,No,3,3,3,3,3,3,3,3,3
740,48,Single,Research & Development,Manager R&D,Non-Travel,1,4,1,35,4,4,2,No,22,3,2,4,2,No,2,2,2,2,2,2,2,2,2
741,53,Single,Development,Developer,Travel_Rarely,23,4,4,72,3,4,6,No,18,3,3,9,3,No,3,3,3,3,3,3,3,3,3
742,32,Single,Research & Development,Manager R&D,Travel_Frequently,2,2,4,38,3,2,4,Yes,14,4,3,7,0,No,3,3,3,3,3,3,3,3,3
743,24,Married,Development,Developer,Travel_Rarely,17,2,4,94,2,1,1,No,21,4,3,0,0,No,4,4,4,4,4,4,4,4,4
744,30,Divorced,Sales,Sales Executive,Travel_Rarely,5,3,4,30,2,2,1,No,13,3,3,9,1,No,3,3,3,3,3,3,3,3,3
745,36,Single,Finance,Finance Manager,Travel_Rarely,7,3,1,77,3,1,2,No,11,3,3,3,1,No,2,2,2,2,2,2,2,2,2
746,50,Married,Development,Senior Developer,Travel_Rarely,28,1,4,74,4,1,1,Yes,11,3,3,8,3,No,3,3,3,3,3,3,3,3,3
747,29,Married,Research & Development,Manager R&D,Travel_Rarely,6,1,2,54,3,1,1,No,13,1,3,8,0,No,3,3,3,3,3,2,3,3,3
748,46,Divorced,Sales,Sales Executive,Travel_Rarely,2,3,3,74,3,3,4,Yes,12,2,2,6,0,No,3,3,3,3,3,3,3,3,3
749,34,Married,Research & Development,Manager R&D,Travel_Rarely,1,4,2,45,3,2,9,No,17,2,2,2,2,No,2,2,2,2,2,2,3,2,2
750,46,Single,Sales,Sales Executive,Travel_Frequently,5,4,1,98,3,2,4,Yes,21,3,3,6,0,No,3,4,4,3,2,4,3,3,4
751,40,Single,Research & Development,Research Scientist,Travel_Rarely,2,4,3,52,2,1,2,No,14,4,3,2,2,No,3,3,3,3,3,3,3,3,3
752,47,Single,Sales,Sales Representative,Travel_Rarely,2,4,4,65,2,1,1,Yes,18,1,2,2,1,No,3,3,4,3,3,3,3,3,3
753,36,Married,Sales,Sales Executive,Travel_Frequently,7,3,1,83,4,2,2,No,16,4,2,7,6,No,2,2,2,2,2,2,2,2,2
754,33,Divorced,Sales,Sales Executive,Non-Travel,16,3,3,36,3,2,1,Yes,25,3,3,5,1,No,4,4,4,4,4,4,4,4,4
755,49,Married,Sales,Sales Executive,Travel_Frequently,2,3,4,63,2,2,2,No,14,4,2,6,0,No,3,3,3,3,3,3,3,3,3
756,31,Married,Sales,Sales Executive,Travel_Rarely,6,4,2,76,1,2,4,Yes,18,2,2,7,7,Yes,2,2,2,2,3,2,3,2,2
757,35,Married,Finance,Finance Manager,Travel_Rarely,28,3,2,46,4,2,1,No,17,4,2,9,6,No,2,2,2,2,2,2,2,2,2
758,25,Married,Sales,Sales Executive,Travel_Rarely,28,3,1,41,2,2,2,No,18,4,3,2,2,No,2,2,2,2,2,2,2,2,2
759,29,Single,Development,Developer,Travel_Rarely,18,1,3,86,2,1,1,Yes,13,3,2,3,0,Yes,3,3,3,3,3,3,3,3,3
760,34,Married,Finance,Finance Manager,Travel_Frequently,10,4,4,92,2,2,1,No,14,2,2,2,7,No,3,3,3,3,3,3,3,3,3
761,27,Married,Research & Development,Manager R&D,Travel_Rarely,14,3,1,42,3,1,1,Yes,14,4,2,7,6,No,2,2,2,2,2,2,2,2,2
762,50,Married,Sales,Manager,Travel_Rarely,9,3,3,59,3,5,4,Yes,16,3,3,0,0,No,3,3,3,3,3,3,3,3,3
763,28,Divorced,Human Resources,Human Resources,Travel_Rarely,8,2,2,63,2,1,1,No,13,4,3,1,0,No,3,3,3,3,3,3,3,3,3
764,23,Single,Research & Development,Laboratory Technician,Travel_Rarely,12,2,4,78,3,1,1,No,13,3,4,2,1,No,3,3,3,3,3,3,3,3,3
765,50,Single,Development,Technical Lead,Travel_Rarely,11,3,3,53,3,5,3,No,15,2,3,4,4,No,3,3,3,3,3,3,3,3,3
766,53,Divorced,Development,Senior Developer,Travel_Rarely,5,3,3,58,3,5,4,No,11,4,2,13,4,No,3,3,3,3,3,3,3,3,3
767,33,Married,Sales,Sales Executive,Travel_Frequently,5,1,2,61,3,2,6,No,13,1,4,4,1,No,2,2,2,2,2,2,3,2,2
768,22,Divorced,Development,Technical Lead,Travel_Rarely,5,3,4,60,4,1,1,Yes,16,1,2,2,2,No,3,3,3,3,3,3,3,3,3
769,47,Single,Sales,Sales Representative,Travel_Frequently,4,1,2,99,3,2,3,No,19,1,3,0,0,No,3,4,4,3,3,3,3,3,3
770,33,Single,Research & Development,Research Scientist,Travel_Frequently,29,4,1,54,2,2,1,No,22,2,3,7,3,Yes,2,2,2,2,3,4,2,2,2
771,51,Single,Development,Business Analyst,Travel_Frequently,8,4,1,53,1,3,2,No,15,4,3,2,0,Yes,4,3,4,3,3,3,3,4,3
772,27,Divorced,Development,Developer,Non-Travel,9,3,4,57,3,1,6,No,18,4,1,2,2,No,3,3,3,3,3,3,3,3,3
773,35,Married,Research & Development,Research Scientist,Travel_Rarely,6,1,3,66,3,1,0,Yes,14,4,3,2,2,No,3,3,3,3,3,3,3,3,3
774,27,Single,Finance,Finance Manager,Travel_Frequently,2,3,4,87,3,1,2,No,13,3,2,2,1,No,3,3,3,3,3,3,3,3,3
775,21,Single,Development,Developer,Travel_Rarely,3,2,4,100,2,1,1,No,17,1,4,2,1,No,4,4,4,4,4,4,3,4,4
776,38,Single,Development,Developer,Travel_Rarely,1,1,3,43,3,1,3,No,17,4,2,0,0,No,3,3,3,3,3,3,3,3,3
777,32,Married,Sales,Sales Executive,Travel_Rarely,19,3,4,80,1,3,3,No,13,3,1,3,0,No,3,3,3,3,3,3,3,3,3
778,28,Single,Development,Technical Architect,Travel_Rarely,5,4,3,50,3,1,1,Yes,13,3,2,2,2,Yes,3,3,3,3,3,3,3,3,3
779,34,Married,Research & Development,Manager R&D,Travel_Rarely,5,2,2,57,2,2,1,No,14,3,4,10,4,No,2,2,2,2,2,2,2,2,2
780,38,Married,Development,Developer,Travel_Rarely,25,2,1,81,2,3,3,No,17,3,3,8,0,No,3,3,3,3,3,3,3,3,3
781,41,Married,Development,Developer,Travel_Rarely,9,4,3,94,3,1,2,No,21,4,3,0,1,No,4,4,4,4,4,4,4,4,4
782,35,Single,Development,Developer,Travel_Rarely,22,3,4,46,1,1,0,No,15,3,3,4,4,No,3,3,3,3,3,3,3,3,3
783,32,Single,Development,Senior Developer,Travel_Frequently,2,2,4,79,3,1,0,No,13,3,2,7,3,No,3,3,3,3,3,3,3,3,3
784,55,Single,Sales,Sales Executive,Travel_Rarely,2,1,3,37,3,2,4,No,16,3,2,7,7,Yes,3,3,3,3,3,3,3,3,3
785,47,Single,Research & Development,Manager R&D,Travel_Rarely,25,3,1,84,3,3,2,No,23,2,3,14,12,No,2,2,2,2,2,2,2,2,2
786,38,Divorced,Research & Development,Research Scientist,Travel_Frequently,7,3,4,57,4,1,1,No,11,4,3,2,0,No,3,3,3,3,3,3,3,3,3
787,49,Married,Research & Development,Laboratory Technician,Travel_Rarely,3,2,3,43,2,2,4,No,25,1,3,2,1,No,4,4,4,4,4,4,4,4,4
788,18,Single,Research & Development,Research Scientist,Non-Travel,5,2,2,73,3,1,1,No,15,4,3,0,0,No,3,3,3,3,3,3,3,3,3
789,49,Married,Development,Developer,Travel_Rarely,20,4,3,96,3,2,1,No,14,3,2,11,5,No,3,3,3,3,3,3,3,3,3
790,30,Single,Development,Developer,Travel_Frequently,4,3,3,40,3,1,9,Yes,23,3,3,0,0,Yes,4,4,4,4,4,4,4,4,4
791,39,Married,Sales,Sales Executive,Travel_Rarely,24,1,2,60,2,4,0,No,11,1,2,9,9,No,2,2,2,2,2,2,2,2,2
792,37,Single,Development,Delivery Manager,Travel_Rarely,10,4,3,49,3,2,2,Yes,12,4,2,0,0,No,3,3,3,3,3,3,3,3,3
793,34,Divorced,Development,Senior Developer,Travel_Rarely,2,4,4,62,2,1,3,No,12,3,3,3,5,No,3,3,3,3,3,3,3,3,3
794,44,Married,Human Resources,Human Resources,Travel_Frequently,1,5,1,37,3,2,4,Yes,11,3,3,7,0,No,3,3,3,3,3,3,2,3,3
795,34,Divorced,Sales,Sales Executive,Travel_Rarely,1,4,2,75,4,2,0,No,11,4,2,1,0,No,3,3,3,3,3,3,3,3,3
796,29,Married,Research & Development,Manufacturing Director,Travel_Rarely,8,1,2,79,2,2,1,Yes,15,3,2,7,1,No,2,2,2,2,2,2,2,2,2
797,34,Single,Development,Developer,Travel_Rarely,6,4,1,41,3,2,1,No,14,3,3,13,2,No,3,3,3,3,3,3,3,3,3
798,22,Married,Development,Developer,Travel_Rarely,3,1,2,34,3,2,0,Yes,19,1,4,2,0,Yes,3,3,3,3,3,3,3,3,3
799,36,Single,Sales,Sales Executive,Non-Travel,10,4,2,32,3,3,1,No,14,4,2,3,9,No,2,2,2,2,2,2,2,2,2
800,33,Divorced,Research & Development,Research Scientist,Non-Travel,4,3,4,90,3,2,5,No,15,4,2,8,1,No,3,3,3,3,3,3,3,3,3
801,36,Married,Development,Developer,Travel_Rarely,6,3,2,55,4,1,3,No,12,2,3,0,0,No,3,3,3,3,3,3,3,3,3
802,52,Married,Sales,Manager,Travel_Rarely,2,1,1,57,1,5,1,No,15,4,3,14,6,Yes,2,2,2,2,3,2,2,2,2
803,45,Married,Sales,Manager,Travel_Rarely,11,2,4,90,3,4,3,No,13,2,4,3,1,No,3,3,3,3,4,3,3,3,3
804,36,Married,Sales,Sales Executive,Travel_Rarely,3,1,3,51,2,3,1,Yes,11,1,3,7,3,Yes,3,3,3,3,3,3,3,3,3
805,49,Divorced,Development,Technical Lead,Non-Travel,18,4,4,92,3,2,1,Yes,15,1,3,7,1,No,3,3,3,3,3,3,3,3,3
806,21,Single,Finance,Finance Manager,Travel_Rarely,5,1,3,97,3,1,1,No,18,3,3,2,2,No,3,3,3,3,3,3,3,3,3
807,50,Divorced,Finance,Finance Manager,Travel_Rarely,17,5,4,50,2,3,5,No,15,3,3,11,1,No,3,3,3,3,3,3,3,3,3
808,40,Married,Research & Development,Laboratory Technician,Travel_Rarely,1,4,2,88,3,1,3,No,22,3,3,2,0,No,3,4,4,4,4,3,4,3,3
809,39,Married,Development,Developer,Travel_Frequently,7,2,3,54,2,5,1,No,15,1,3,9,13,No,3,3,3,3,3,3,3,3,3
810,34,Married,Research & Development,Laboratory Technician,Travel_Rarely,29,3,2,86,3,2,4,No,13,1,3,7,7,No,2,2,2,2,2,2,2,2,2
811,42,Married,Sales,Sales Executive,Travel_Frequently,26,3,3,77,3,4,5,No,14,4,4,4,4,No,3,3,3,3,3,3,3,3,3
812,38,Single,Sales,Sales Representative,Travel_Rarely,1,3,1,59,2,1,4,No,14,1,2,0,0,No,3,3,3,3,3,3,3,3,3
813,36,Single,Research & Development,Manufacturing Director,Travel_Rarely,12,5,4,51,2,3,0,No,11,2,2,8,7,No,3,3,3,3,3,3,3,3,3
814,31,Single,Development,Business Analyst,Travel_Rarely,1,4,3,87,3,1,1,No,17,2,3,1,1,No,3,3,3,3,3,3,3,3,3
815,31,Single,Development,Developer,Travel_Rarely,8,4,3,61,3,2,1,No,23,4,3,7,1,No,4,4,4,4,3,4,4,4,4
816,43,Married,Development,Developer,Travel_Rarely,14,2,2,94,3,4,6,No,24,3,3,1,1,No,3,4,4,4,2,4,3,3,4
817,35,Married,Research & Development,Manufacturing Director,Travel_Rarely,16,2,4,44,2,2,0,Yes,11,4,3,2,0,No,3,3,3,3,3,3,3,3,3
818,45,Single,Development,Technical Lead,Travel_Rarely,29,3,3,83,3,1,5,No,13,2,2,5,0,No,3,3,3,3,3,3,3,3,3
819,46,Married,Sales,Manager,Travel_Rarely,3,3,3,51,3,4,8,No,12,4,4,12,5,No,3,3,3,3,3,3,3,3,3
820,26,Married,Research & Development,Laboratory Technician,Travel_Rarely,17,4,4,62,1,1,1,No,15,3,4,2,0,No,3,3,3,3,3,3,3,3,3
821,34,Single,Data Science,Data Scientist,Travel_Rarely,9,3,4,46,2,3,1,No,14,2,4,7,7,No,3,3,3,3,3,3,3,3,3
822,43,Married,Development,Delivery Manager,Travel_Rarely,7,3,3,43,3,3,8,No,16,1,2,0,0,No,3,3,3,3,3,3,3,3,3
823,45,Married,Development,Technical Lead,Travel_Rarely,20,2,3,79,3,4,0,Yes,14,2,3,7,4,No,3,3,3,3,3,3,3,3,3
824,47,Married,Sales,Sales Executive,Travel_Rarely,14,3,3,78,3,2,3,Yes,17,3,2,4,1,No,3,3,3,3,3,3,3,3,3
825,55,Married,Research & Development,Research Director,Travel_Rarely,2,3,3,60,2,5,8,No,12,2,3,0,0,No,3,3,3,3,3,3,3,3,3
826,45,Single,Development,Developer,Travel_Rarely,2,3,2,95,2,1,1,No,14,4,3,0,0,No,3,3,3,3,3,3,3,3,3
827,35,Married,Sales,Sales Representative,Travel_Rarely,28,4,2,98,2,1,0,No,23,1,3,3,4,No,2,2,2,2,2,2,2,2,2
828,50,Married,Development,Developer,Travel_Rarely,1,3,3,86,2,1,2,No,15,4,2,2,0,No,3,3,3,3,3,3,3,3,3
829,35,Single,Human Resources,Human Resources,Travel_Rarely,26,4,3,31,3,3,1,Yes,16,3,3,0,1,No,3,3,3,3,3,3,3,3,3
830,46,Single,Sales,Sales Executive,Travel_Rarely,9,2,3,64,2,3,1,No,16,4,3,8,4,Yes,3,3,3,3,3,3,3,3,3
831,40,Married,Sales,Sales Executive,Travel_Rarely,26,3,3,74,3,2,1,No,14,2,2,7,7,No,3,3,3,3,3,3,3,3,3
832,46,Single,Human Resources,Human Resources,Travel_Rarely,1,2,4,44,3,1,6,No,12,3,4,6,5,No,3,3,3,3,3,3,3,3,3
833,33,Married,Research & Development,Healthcare Representative,Travel_Rarely,15,2,2,95,3,2,0,Yes,13,1,3,7,8,No,2,2,2,2,2,2,2,2,2
834,41,Single,Development,Developer,Travel_Rarely,6,3,4,95,2,2,6,Yes,15,4,3,4,1,No,3,3,3,3,3,3,3,3,3
835,30,Married,Sales,Sales Executive,Travel_Rarely,1,3,2,64,2,2,1,No,11,4,3,8,6,Yes,2,2,2,2,2,2,2,2,2
836,37,Married,Development,Developer,Travel_Frequently,9,3,2,53,3,1,1,Yes,12,3,2,2,1,No,2,3,3,3,2,2,3,2,3
837,44,Single,Research & Development,Research Scientist,Travel_Rarely,1,3,2,42,3,1,6,Yes,12,3,3,3,1,No,2,2,2,2,2,2,2,2,2
838,29,Married,Research & Development,Laboratory Technician,Travel_Frequently,2,1,4,97,3,1,0,No,13,3,3,2,0,No,3,3,3,3,3,3,3,3,3
839,34,Single,Sales,Sales Executive,Travel_Rarely,1,3,1,32,3,3,1,No,21,1,2,8,2,No,2,2,2,2,2,2,2,2,2
840,26,Single,Finance,Finance Manager,Non-Travel,7,3,4,76,3,1,1,No,20,3,3,7,5,No,4,4,4,4,4,4,4,4,4
841,42,Married,Sales,Sales Executive,Travel_Rarely,1,1,2,99,3,2,1,No,25,3,3,16,11,No,2,2,2,2,2,2,2,2,2
842,31,Married,Research & Development,Laboratory Technician,Travel_Rarely,2,4,2,69,3,1,1,No,14,4,4,2,0,No,3,3,3,3,3,3,3,3,3
843,34,Married,Research & Development,Research Scientist,Travel_Rarely,19,3,2,35,2,1,1,No,12,2,3,9,8,No,2,2,2,2,2,2,2,2,2
844,40,Married,Development,Developer,Travel_Frequently,1,4,3,78,2,4,1,No,22,4,2,3,11,No,4,4,4,4,4,4,4,4,4
845,30,Divorced,Sales,Sales Executive,Travel_Rarely,27,5,3,99,3,2,7,No,23,4,2,7,7,No,4,4,4,4,4,4,4,4,4
846,55,Single,Development,Developer,Travel_Rarely,1,3,4,81,3,5,0,Yes,14,3,3,10,4,No,3,3,3,3,3,3,3,3,3
847,30,Single,Sales,Sales Executive,Travel_Rarely,12,3,2,83,3,2,0,No,11,2,3,4,4,No,2,2,2,2,2,2,2,2,2
848,33,Married,Research & Development,Research Scientist,Travel_Rarely,9,3,1,60,3,1,0,No,13,2,3,10,4,No,2,2,2,2,2,2,3,2,2
849,35,Single,Research & Development,Manager R&D,Travel_Rarely,16,3,4,91,2,3,1,No,19,4,1,8,3,No,3,4,4,3,3,3,3,3,3
850,36,Married,Development,Developer,Non-Travel,8,3,1,63,4,3,9,No,14,1,3,7,0,No,3,3,3,3,3,3,3,3,3
851,43,Single,Human Resources,Human Resources,Travel_Rarely,2,3,2,97,3,1,0,No,13,2,3,7,1,No,2,2,2,2,2,2,2,2,2
852,39,Married,Sales,Sales Executive,Travel_Rarely,3,2,4,41,3,2,4,Yes,18,1,2,0,0,Yes,3,3,3,3,3,3,3,3,3
853,38,Married,Research & Development,Manufacturing Director,Travel_Rarely,2,3,3,81,3,2,4,No,11,1,3,2,1,Yes,3,3,3,3,3,3,3,3,3
854,29,Single,Sales,Sales Representative,Travel_Rarely,10,3,3,99,3,1,1,No,11,3,3,0,0,No,3,3,3,3,3,3,3,3,3
855,45,Single,Sales,Sales Representative,Travel_Rarely,2,2,2,46,1,2,0,No,13,1,3,7,3,No,3,2,2,2,3,2,2,3,2
856,38,Single,Development,Technical Lead,Travel_Rarely,9,2,3,75,3,1,1,No,12,3,3,2,2,No,3,3,3,3,3,3,3,3,3
857,37,Married,Development,Developer,Travel_Rarely,21,3,2,65,4,1,1,Yes,12,1,2,7,1,No,3,3,3,3,3,3,3,3,3
858,36,Single,Sales,Sales Executive,Non-Travel,1,5,4,45,3,2,4,No,15,2,3,0,0,No,3,3,3,3,3,3,3,3,3
859,33,Single,Sales,Manager,Non-Travel,17,3,4,38,3,4,1,No,11,4,3,8,6,No,3,3,3,3,3,3,3,3,3
860,33,Single,Development,Developer,Travel_Rarely,2,3,3,90,3,1,0,No,14,1,4,1,0,No,3,3,3,3,3,3,3,3,3
861,41,Divorced,Sales,Sales Executive,Travel_Frequently,1,3,3,66,3,2,0,No,17,4,3,3,1,No,3,3,3,3,3,3,3,3,3
862,36,Married,Sales,Sales Executive,Travel_Rarely,1,2,2,56,3,2,1,Yes,14,4,2,14,4,No,3,2,2,2,3,2,2,3,2
863,38,Divorced,Development,Developer,Travel_Rarely,15,2,3,92,2,3,0,Yes,14,2,3,10,2,No,3,3,3,3,3,3,3,3,3
864,31,Single,Research & Development,Manufacturing Director,Non-Travel,5,3,2,74,3,2,0,No,19,2,3,4,1,No,2,2,2,2,2,2,2,2,2
865,47,Married,Sales,Sales Executive,Non-Travel,2,4,3,87,3,2,7,No,11,4,1,0,0,No,3,3,3,3,3,3,3,3,3
866,50,Married,Sales,Sales Representative,Travel_Rarely,3,2,1,86,2,1,1,Yes,14,3,3,2,0,Yes,3,3,3,3,3,3,3,3,3
867,24,Married,Human Resources,Human Resources,Travel_Frequently,10,3,1,59,3,1,0,No,14,4,3,2,2,No,2,2,2,2,2,2,2,2,2
868,30,Single,Research & Development,Manager R&D,Travel_Frequently,2,4,4,78,2,1,0,No,16,4,3,7,0,No,3,3,3,3,3,3,3,3,3
869,29,Married,Sales,Sales Executive,Travel_Frequently,1,1,2,42,3,3,1,No,14,4,3,10,4,No,2,2,2,2,2,2,2,2,2
870,28,Married,Research & Development,Manager R&D,Travel_Rarely,12,1,3,79,3,1,1,Yes,11,4,2,1,0,Yes,3,3,3,3,3,3,3,3,3
871,33,Single,Sales,Sales Executive,Travel_Rarely,10,4,2,43,3,2,1,No,14,2,2,4,0,No,3,3,3,3,3,3,3,3,3
872,26,Divorced,Data Science,Data Scientist,Travel_Frequently,1,3,3,84,3,2,1,No,20,1,1,5,1,No,3,4,4,4,3,4,3,3,4
873,47,Married,Human Resources,Manager,Travel_Rarely,26,4,4,98,3,5,3,No,11,3,3,2,1,No,3,3,3,3,3,3,3,3,3
874,54,Married,Development,Developer,Travel_Rarely,5,2,1,86,3,5,4,No,11,3,2,2,1,No,3,3,3,3,3,3,3,3,3
875,32,Single,Development,Developer,Travel_Rarely,2,1,4,84,2,2,4,No,13,4,3,2,0,No,3,3,3,3,3,3,3,3,3
876,33,Married,Development,Developer,Travel_Rarely,14,3,3,58,3,1,5,Yes,13,3,1,4,0,Yes,3,3,3,3,3,3,3,3,3
877,53,Married,Research & Development,Manufacturing Director,Travel_Rarely,2,5,3,78,2,3,0,No,16,2,3,7,1,Yes,3,3,3,3,3,3,3,3,3
878,37,Single,Development,Developer,Travel_Rarely,1,3,2,59,3,3,4,No,17,4,4,5,1,No,4,4,4,3,2,4,3,4,3
879,41,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,9,4,3,94,3,1,1,No,20,2,3,3,0,No,4,3,4,3,4,4,3,4,4
880,45,Married,Sales,Sales Executive,Non-Travel,26,3,1,52,2,2,1,No,15,1,3,7,4,No,2,2,2,2,2,2,3,2,2
881,33,Married,Sales,Sales Executive,Travel_Frequently,7,3,4,30,3,2,0,No,17,3,3,2,0,No,3,3,3,3,3,3,3,3,3
882,23,Single,Finance,Finance Manager,Travel_Rarely,8,1,4,93,2,1,1,Yes,11,1,3,4,1,Yes,3,3,3,3,3,3,3,3,3
883,37,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,25,2,3,52,2,2,7,No,13,3,3,2,1,No,3,3,3,3,3,2,3,3,3
884,35,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,2,3,1,69,3,1,1,Yes,12,4,3,0,0,Yes,3,3,3,3,3,3,3,3,3
885,37,Married,Sales,Sales Representative,Travel_Frequently,21,2,3,54,3,1,5,No,15,2,3,4,0,No,3,3,3,3,3,3,3,3,3
886,40,Married,Research & Development,Research Scientist,Travel_Rarely,2,4,3,98,3,1,2,No,14,2,3,3,0,No,3,3,3,3,3,3,3,3,3
887,34,Single,Sales,Sales Executive,Travel_Rarely,15,2,3,66,3,2,1,No,12,4,4,8,9,No,3,3,3,3,3,3,3,3,3
888,49,Married,Finance,Finance Manager,Travel_Rarely,22,4,1,72,3,4,3,No,16,2,3,2,1,No,2,2,2,2,2,2,2,2,2
889,27,Married,Finance,Finance Manager,Travel_Rarely,8,3,2,86,4,1,7,No,17,1,3,2,0,No,3,3,3,3,3,3,3,3,3
890,34,Divorced,Research & Development,Research Scientist,Non-Travel,26,1,1,92,2,1,1,No,20,3,3,4,0,No,3,2,3,3,3,4,3,3,4
891,28,Divorced,Research & Development,Manager R&D,Travel_Rarely,1,3,1,72,2,1,1,No,14,4,1,0,0,No,3,3,3,3,3,3,3,3,3
892,28,Divorced,Development,Senior Developer,Travel_Rarely,17,2,3,79,3,2,1,No,12,4,3,0,1,No,3,3,3,3,3,3,3,3,3
893,59,Single,Research & Development,Manager R&D,Travel_Rarely,18,4,4,67,3,3,6,No,12,4,2,7,5,No,3,3,3,3,3,3,3,3,3
894,49,Married,Finance,Finance Manager,Travel_Rarely,25,4,3,84,3,1,1,No,14,4,2,6,1,No,3,3,3,3,3,3,3,3,3
895,22,Married,Development,Developer,Travel_Rarely,11,3,1,43,3,1,1,No,13,4,3,1,1,No,3,3,3,3,3,3,3,3,3
896,29,Divorced,Sales,Sales Executive,Travel_Rarely,10,1,4,39,2,2,1,Yes,14,1,3,7,1,No,3,3,3,3,3,3,3,3,3
897,44,Married,Sales,Manager,Travel_Rarely,5,3,2,88,3,5,7,No,11,3,3,9,3,No,2,2,2,2,2,2,2,2,2
898,28,Divorced,Research & Development,Manager R&D,Travel_Frequently,1,3,1,45,2,1,1,No,15,1,3,0,0,Yes,3,3,3,3,3,3,3,3,3
899,49,Married,Research & Development,Manager R&D,Travel_Rarely,4,2,1,85,2,5,2,No,13,3,4,0,0,No,3,3,3,3,3,3,3,3,3
900,22,Single,Research & Development,Research Scientist,Travel_Rarely,1,2,4,63,3,1,0,No,12,4,4,2,1,No,3,3,3,3,3,3,3,3,3
901,29,Married,Human Resources,Human Resources,Travel_Rarely,6,1,4,87,2,1,1,No,11,4,3,0,0,No,3,3,3,3,3,3,3,3,3
902,44,Divorced,Research & Development,Manager R&D,Travel_Rarely,4,2,3,92,4,5,1,No,14,4,2,9,14,No,3,3,3,3,3,3,3,3,3
903,21,Single,Sales,Sales Representative,Non-Travel,9,2,1,39,3,1,1,No,24,3,2,2,2,No,2,2,2,2,2,2,2,2,2
904,59,Single,Sales,Sales Executive,Travel_Rarely,25,3,1,99,3,3,7,No,11,4,2,16,7,No,2,2,2,2,3,2,2,2,2
905,34,Single,Sales,Sales Executive,Travel_Rarely,24,4,1,40,2,2,0,Yes,23,3,4,9,10,Yes,2,2,2,2,2,2,2,2,2
906,22,Married,Research & Development,Manager R&D,Travel_Frequently,3,4,3,48,2,1,0,Yes,11,2,3,0,0,Yes,3,3,3,3,3,3,3,3,3
907,21,Single,Sales,Sales Representative,Travel_Rarely,7,1,2,31,3,1,1,No,13,2,3,0,1,Yes,3,3,3,3,3,3,3,3,3
908,48,Married,Research & Development,Manager R&D,Travel_Rarely,15,4,3,65,3,1,8,No,12,4,2,2,7,No,3,3,3,3,3,3,3,3,3
909,42,Single,Research & Development,Laboratory Technician,Travel_Frequently,9,2,1,74,3,1,1,No,13,3,3,9,5,No,2,2,2,2,2,2,2,2,2
910,36,Divorced,Development,Business Analyst,Travel_Rarely,8,3,3,59,3,3,1,No,13,2,3,14,12,No,3,3,3,3,3,3,3,3,3
